Stimuli,IV,Stimuli_Audio,Group,StimuliType
očāst,H-1,očāst.mp3,F,Stimuli
očānm,0,očānm.mp3,F,Stimuli
očāds,L+1,očāds.mp3,F,Stimuli
očādm,2,očādm.mp3,F,Stimuli
očātr,H+3,očātr.mp3,F,Stimuli
āgul?,L-3,āgul-.mp3,F,Stimuli
āgulz,-2,āgulz.mp3,F,Stimuli
āgust,H-1,āgust.mp3,F,Stimuli
āgunm,0,āgunm.mp3,F,Stimuli
āguds,L+1,āguds.mp3,F,Stimuli
āgudm,2,āgudm.mp3,F,Stimuli
āgutr,H+3,āgutr.mp3,F,Stimuli
efuyq,-3,efuyq.mp3,F,Stimuli
efumd,L-2,efumd.mp3,F,Stimuli
efumč,-1,efumč.mp3,F,Stimuli
efuqt,H0,efuqt.mp3,F,Stimuli
efukž,1,efukž.mp3,F,Stimuli
efuxl,L+2,efuxl.mp3,F,Stimuli
efuby,3,efuby.mp3,F,Stimuli
ivayq,-3,ivayq.mp3,F,Stimuli
ivamd,L-2,ivamd.mp3,F,Stimuli
ivamč,-1,ivamč.mp3,F,Stimuli
iraqt,H0,iraqt.mp3,F,Stimuli
ivakž,1,ivakž.mp3,F,Stimuli
ivaxl,L+2,ivaxl.mp3,F,Stimuli
ivaby,3,ivaby.mp3,F,Stimuli
oxeyd,H-3,oxeyd.mp3,F,Stimuli
oxerž,-2,oxerž.mp3,F,Stimuli
oxeym,L-1,oxeym.mp3,F,Stimuli
oxečj,0,oxečj.mp3,F,Stimuli
oxeks,H+1,oxeks.mp3,F,Stimuli
oxepn,2,oxepn.mp3,F,Stimuli
oxe?y,L+3,oxe-y.mp3,F,Stimuli
ibuyd,H-3,ibuyd.mp3,F,Stimuli
iburž,-2,iburž.mp3,F,Stimuli
ibuym,L-1,ibuym.mp3,F,Stimuli
ibučj,0,ibučj.mp3,F,Stimuli
ibuks,H+1,ibuks.mp3,F,Stimuli
ibupn,2,ibupn.mp3,F,Stimuli
ibu?y,L+3,ibu-y.mp3,F,Stimuli
šebal,NA,šebal.mp3,F,Filler
fedār,NA,fedār.mp3,F,Filler
vorād,NA,vorād.mp3,F,Filler
dakin,NA,dakin.mp3,F,Filler
rifam,NA,rifam.mp3,F,Filler
dāzoh,NA,dāzoh.mp3,F,Filler
besap,NA,besap.mp3,F,Filler
xeqad,NA,xeqad.mp3,F,Filler
zišax,NA,zišax.mp3,F,Filler
lārad,NA,lārad.mp3,F,Filler
soxāv,NA,soxāv.mp3,F,Filler
raqoj,NA,raqoj.mp3,F,Filler
sabay,NA,sabay.mp3,F,Filler
sidoq,NA,sidoq.mp3,F,Filler
yaboq,NA,yaboq.mp3,F,Filler
čepom,NA,čepom.mp3,F,Filler
rekem,NA,rekem.mp3,F,Filler
votik,NA,votik.mp3,F,Filler
šemag,NA,šemag.mp3,F,Filler
xasāp,NA,xasāp.mp3,F,Filler
rekup,NA,rekup.mp3,F,Filler
rulez,NA,rulez.mp3,F,Filler
selāb,NA,selāb.mp3,F,Filler
larib,NA,larib.mp3,F,Filler
kaves,NA,kaves.mp3,F,Filler
xerum,NA,xerum.mp3,F,Filler
debiv,NA,debiv.mp3,F,Filler
suvil,NA,suvil.mp3,F,Filler
lesfep,NA,lesfep.mp3,F,Filler
da?bal,NA,da-bal.mp3,F,Filler
kānbur,NA,kānbur.mp3,F,Filler
pavker,NA,pavker.mp3,F,Filler
jexpim,NA,jexpim.mp3,F,Filler
karyap,NA,karyap.mp3,F,Filler
nākzer,NA,nākzer.mp3,F,Filler
lagnay,NA,lagnay.mp3,F,Filler
surpāf,NA,surpāf.mp3,F,Filler
dekvan,NA,dekvan.mp3,F,Filler
čeqvum,NA,čeqvum.mp3,F,Filler
tuhnip,NA,tuhnip.mp3,F,Filler
yinrāk,NA,yinrāk.mp3,F,Filler
zelteb,NA,zelteb.mp3,F,Filler
pagnuy,NA,pagnuy.mp3,F,Filler
sebyon,NA,sebyon.mp3,F,Filler
fadrun,NA,fadrun.mp3,F,Filler
tekmaš,NA,tekmaš.mp3,F,Filler
fa?yin,NA,fa-yin.mp3,F,Filler
mābfav,NA,mābfav.mp3,F,Filler
dāpxas,NA,dāpxas.mp3,F,Filler
māvkep,NA,māvkep.mp3,F,Filler
kumfad,NA,kumfad.mp3,F,Filler
emrek,NA,emrek.mp3,F,Filler
šāpzef,NA,šāpzef.mp3,F,Filler
guprek,NA,guprek.mp3,F,Filler
zibdef,NA,zibdef.mp3,F,Filler
napsih,NA,napsih.mp3,F,Filler
tokša,NA,tokša.mp3,F,Filler
defbi,NA,defbi.mp3,F,Filler
kānze,NA,kānze.mp3,F,Filler
rābqe,NA,rābqe.mp3,F,Filler
givše,NA,givše.mp3,F,Filler
rivre,NA,rivre.mp3,F,Filler
pible,NA,pible.mp3,F,Filler
tāpfo,NA,tāpfo.mp3,F,Filler
teqnā,NA,teqnā.mp3,F,Filler
febdu,NA,febdu.mp3,F,Filler
lidnā,NA,lidnā.mp3,F,Filler
dāzke,NA,dāzke.mp3,F,Filler
xezbā,NA,xezbā.mp3,F,Filler
yarši,NA,yarši.mp3,F,Filler
tigre,NA,tigre.mp3,F,Filler
tevpā,NA,tevpā.mp3,F,Filler
vetre,NA,vetre.mp3,F,Filler
rāvlā,NA,rāvlā.mp3,F,Filler
bāxze,NA,bāxze.mp3,F,Filler
nāšvi,NA,nāšvi.mp3,F,Filler
lāmše,NA,lāmše.mp3,F,Filler
vapšu,NA,vapšu.mp3,F,Filler
gepsā,NA,gepsā.mp3,F,Filler
morku,NA,morku.mp3,F,Filler
norvā,NA,norvā.mp3,F,Filler
fijpe,NA,fijpe.mp3,F,Filler
yarget,NA,yarget.mp3,F,Filler
nutpā,NA,nutpā.mp3,F,Filler
ernāk,NA,ernāk.mp3,F,Filler
eskav,NA,eskav.mp3,F,Filler
ebzer,NA,ebzer.mp3,F,Filler
idkān,NA,idkān.mp3,F,Filler
āmšel,NA,āmšel.mp3,F,Filler
unzem,NA,unzem.mp3,F,Filler
ušvab,NA,ušvab.mp3,F,Filler
ipbex,NA,ipbex.mp3,F,Filler
optāx,NA,optāx.mp3,F,Filler
ānket,NA,ānket.mp3,F,Filler
efbuz,NA,efbuz.mp3,F,Filler
iktil,NA,iktil.mp3,F,Filler
ensit,NA,ensit.mp3,F,Filler
erhap,NA,erhap.mp3,F,Filler
andep,NA,andep.mp3,F,Filler
exrum,NA,exrum.mp3,F,Filler
utpān,NA,utpān.mp3,F,Filler
okyum,NA,okyum.mp3,F,Filler
otpaf,NA,otpaf.mp3,F,Filler
ivdeb,NA,ivdeb.mp3,F,Filler
ilsuv,NA,ilsuv.mp3,F,Filler
āptev,NA,āptev.mp3,F,Filler
ābsel,NA,ābsel.mp3,F,Filler
erpav,NA,erpav.mp3,F,Filler
āvnor,NA,āvnor.mp3,F,Filler
evreb,NA,evreb.mp3,F,Filler
ukmor,NA,ukmor.mp3,F,Filler
ezrul,NA,ezrul.mp3,F,Filler
apāy?,L-3,apāy-.mp3,G,Stimuli
apāmk,-2,apāmk.mp3,G,Stimuli
apānj,H-1,apānj.mp3,G,Stimuli
apāšz,0,apāšz.mp3,G,Stimuli
apāfn,L+1,apāfn.mp3,G,Stimuli
apāčr,2,apāčr.mp3,G,Stimuli
apāql,H+3,apāql.mp3,G,Stimuli
edey?,L-3,edey-.mp3,G,Stimuli
edemk,-2,edemk.mp3,G,Stimuli
edenj,H-1,edenj.mp3,G,Stimuli
edešz,0,edešz.mp3,G,Stimuli
edefn,L+1,edefn.mp3,G,Stimuli
edečr,2,edečr.mp3,G,Stimuli
edeql,H+3,edeql.mp3,G,Stimuli
ovayp,-3,ovayp.mp3,G,Stimuli
ovals,L-2,ovals.mp3,G,Stimuli
ovamf,-1,ovamf.mp3,G,Stimuli
ovafš,H0,ovafš.mp3,G,Stimuli
ovamy,1,ovamy.mp3,G,Stimuli
ovafy,L+2,ovafy.mp3,G,Stimuli
ovaky,3,ovaky.mp3,G,Stimuli
izuyp,-3,izuyp.mp3,G,Stimuli
izuls,L-2,izuls.mp3,G,Stimuli
izumf,-1,izumf.mp3,G,Stimuli
izufš,H0,izufš.mp3,G,Stimuli
izumy,1,izumy.mp3,G,Stimuli
izufy,L+2,izufy.mp3,G,Stimuli
izuky,3,izuky.mp3,G,Stimuli
esārd,H-3,esārd.mp3,G,Stimuli
esārh,-2,esārh.mp3,G,Stimuli
esāfq,L-1,esāfq.mp3,G,Stimuli
esādp,0,esādp.mp3,G,Stimuli
elāsm,H+1,elāsm.mp3,G,Stimuli
esāšl,2,esāšl.mp3,G,Stimuli
esādl,L+3,esādl.mp3,G,Stimuli
aterd,H-3,aterd.mp3,G,Stimuli
aterh,-2,aterh.mp3,G,Stimuli
atefq,L-1,atefq.mp3,G,Stimuli
atedp,0,atedp.mp3,G,Stimuli
atesm,H+1,atesm.mp3,G,Stimuli
atešl,2,atešl.mp3,G,Stimuli
atedl,L+3,atedl.mp3,G,Stimuli
āvelg,-3,āvelg.mp3,G,Stimuli
āvend,H-2,āvend.mp3,G,Stimuli
āvečb,-1,āvečb.mp3,G,Stimuli
āveyr,L0,āveyr.mp3,G,Stimuli
āvejn,1,āvejn.mp3,G,Stimuli
āvehr,H+2,āvehr.mp3,G,Stimuli
āvepl,3,āvepl.mp3,G,Stimuli
ojulg,-3,ojulg.mp3,G,Stimuli
ojund,H-2,ojund.mp3,G,Stimuli
ojučb,-1,ojučb.mp3,G,Stimuli
ojuyr,L0,ojuyr.mp3,G,Stimuli
olujn,1,olujn.mp3,G,Stimuli
ojuhr,H+2,ojuhr.mp3,G,Stimuli
ojupl,3,ojupl.mp3,G,Stimuli
eqāl?,L-3,eqāl-.mp3,G,Stimuli
eqālz,-2,eqālz.mp3,G,Stimuli
eqāst,H-1,eqāst.mp3,G,Stimuli
eqānm,0,eqānm.mp3,G,Stimuli
eqāds,L+1,eqāds.mp3,G,Stimuli
eqādm,2,eqādm.mp3,G,Stimuli
eqātr,H+3,eqātr.mp3,G,Stimuli
isel?,L-3,isel-.mp3,G,Stimuli
ilelz,-2,ilelz.mp3,G,Stimuli
ilest,H-1,ilest.mp3,G,Stimuli
ilenm,0,ilenm.mp3,G,Stimuli
ileds,L+1,ileds.mp3,G,Stimuli
iledm,2,iledm.mp3,G,Stimuli
iletr,H+3,iletr.mp3,G,Stimuli
očāyq,-3,očāyq.mp3,G,Stimuli
očāmd,L-2,očāmd.mp3,G,Stimuli
očāmč,-1,očāmč.mp3,G,Stimuli
očāqt,H0,očāqt.mp3,G,Stimuli
očākž,1,očākž.mp3,G,Stimuli
očāxl,L+2,očāxl.mp3,G,Stimuli
očāby,3,očāby.mp3,G,Stimuli
āguyq,-3,āguyq.mp3,G,Stimuli
āgumd,L-2,āgumd.mp3,G,Stimuli
āgumč,-1,āgumč.mp3,G,Stimuli
āguqt,H0,āguqt.mp3,G,Stimuli
āgukž,1,āgukž.mp3,G,Stimuli
āguxl,L+2,āguxl.mp3,G,Stimuli
āguby,3,āguby.mp3,G,Stimuli
efuyd,H-3,efuyd.mp3,G,Stimuli
efurž,-2,efurž.mp3,G,Stimuli
efuym,L-1,efuym.mp3,G,Stimuli
efučj,0,efučj.mp3,G,Stimuli
efuks,H+1,efuks.mp3,G,Stimuli
efupn,2,efupn.mp3,G,Stimuli
efu?y,L+3,efu-y.mp3,G,Stimuli
ivayd,H-3,ivayd.mp3,G,Stimuli
ivarž,-2,ivarž.mp3,G,Stimuli
ivaym,L-1,ivaym.mp3,G,Stimuli
ivačj,0,ivačj.mp3,G,Stimuli
ivaks,H+1,ivaks.mp3,G,Stimuli
ivapn,2,ivapn.mp3,G,Stimuli
iva?y,L+3,iva-y.mp3,G,Stimuli
oxerp,-3,oxerp.mp3,G,Stimuli
oxerz,H-2,oxerz.mp3,G,Stimuli
oxefp,-1,oxefp.mp3,G,Stimuli
oxemn,L0,oxemn.mp3,G,Stimuli
oxebf,1,oxebf.mp3,G,Stimuli
oxekm,H+2,oxekm.mp3,G,Stimuli
oxepr,3,oxepr.mp3,G,Stimuli
iburp,-3,iburp.mp3,G,Stimuli
iburz,H-2,iburz.mp3,G,Stimuli
ibufp,-1,ibufp.mp3,G,Stimuli
ibumn,L0,ibumn.mp3,G,Stimuli
irubf,1,irubf.mp3,G,Stimuli
ibukm,H+2,ibukm.mp3,G,Stimuli
ibupr,3,ibupr.mp3,G,Stimuli
šebal,NA,šebal.mp3,G,Filler
fedār,NA,fedār.mp3,G,Filler
vorād,NA,vorād.mp3,G,Filler
dakin,NA,dakin.mp3,G,Filler
rifam,NA,rifam.mp3,G,Filler
dāzoh,NA,dāzoh.mp3,G,Filler
besap,NA,besap.mp3,G,Filler
xeqad,NA,xeqad.mp3,G,Filler
zišax,NA,zišax.mp3,G,Filler
lārad,NA,lārad.mp3,G,Filler
soxāv,NA,soxāv.mp3,G,Filler
raqoj,NA,raqoj.mp3,G,Filler
sabay,NA,sabay.mp3,G,Filler
sidoq,NA,sidoq.mp3,G,Filler
yaboq,NA,yaboq.mp3,G,Filler
čepom,NA,čepom.mp3,G,Filler
rekem,NA,rekem.mp3,G,Filler
votik,NA,votik.mp3,G,Filler
šemag,NA,šemag.mp3,G,Filler
xasāp,NA,xasāp.mp3,G,Filler
rekup,NA,rekup.mp3,G,Filler
rulez,NA,rulez.mp3,G,Filler
selāb,NA,selāb.mp3,G,Filler
larib,NA,larib.mp3,G,Filler
kaves,NA,kaves.mp3,G,Filler
xerum,NA,xerum.mp3,G,Filler
debiv,NA,debiv.mp3,G,Filler
suvil,NA,suvil.mp3,G,Filler
lesfep,NA,lesfep.mp3,G,Filler
da?bal,NA,da-bal.mp3,G,Filler
kānbur,NA,kānbur.mp3,G,Filler
pavker,NA,pavker.mp3,G,Filler
jexpim,NA,jexpim.mp3,G,Filler
karyap,NA,karyap.mp3,G,Filler
nākzer,NA,nākzer.mp3,G,Filler
lagnay,NA,lagnay.mp3,G,Filler
surpāf,NA,surpāf.mp3,G,Filler
dekvan,NA,dekvan.mp3,G,Filler
čeqvum,NA,čeqvum.mp3,G,Filler
tuhnip,NA,tuhnip.mp3,G,Filler
yinrāk,NA,yinrāk.mp3,G,Filler
zelteb,NA,zelteb.mp3,G,Filler
pagnuy,NA,pagnuy.mp3,G,Filler
sebyon,NA,sebyon.mp3,G,Filler
fadrun,NA,fadrun.mp3,G,Filler
tekmaš,NA,tekmaš.mp3,G,Filler
fa?yin,NA,fa-yin.mp3,G,Filler
mābfav,NA,mābfav.mp3,G,Filler
dāpxas,NA,dāpxas.mp3,G,Filler
māvkep,NA,māvkep.mp3,G,Filler
kumfad,NA,kumfad.mp3,G,Filler
emrek,NA,emrek.mp3,G,Filler
šāpzef,NA,šāpzef.mp3,G,Filler
guprek,NA,guprek.mp3,G,Filler
zibdef,NA,zibdef.mp3,G,Filler
napsih,NA,napsih.mp3,G,Filler
tokša,NA,tokša.mp3,G,Filler
defbi,NA,defbi.mp3,G,Filler
kānze,NA,kānze.mp3,G,Filler
rābqe,NA,rābqe.mp3,G,Filler
givše,NA,givše.mp3,G,Filler
rivre,NA,rivre.mp3,G,Filler
pible,NA,pible.mp3,G,Filler
tāpfo,NA,tāpfo.mp3,G,Filler
teqnā,NA,teqnā.mp3,G,Filler
febdu,NA,febdu.mp3,G,Filler
lidnā,NA,lidnā.mp3,G,Filler
dāzke,NA,dāzke.mp3,G,Filler
xezbā,NA,xezbā.mp3,G,Filler
yarši,NA,yarši.mp3,G,Filler
tigre,NA,tigre.mp3,G,Filler
tevpā,NA,tevpā.mp3,G,Filler
vetre,NA,vetre.mp3,G,Filler
rāvlā,NA,rāvlā.mp3,G,Filler
bāxze,NA,bāxze.mp3,G,Filler
nāšvi,NA,nāšvi.mp3,G,Filler
lāmše,NA,lāmše.mp3,G,Filler
vapšu,NA,vapšu.mp3,G,Filler
gepsā,NA,gepsā.mp3,G,Filler
morku,NA,morku.mp3,G,Filler
norvā,NA,norvā.mp3,G,Filler
fijpe,NA,fijpe.mp3,G,Filler
yarget,NA,yarget.mp3,G,Filler
nutpā,NA,nutpā.mp3,G,Filler
ernāk,NA,ernāk.mp3,G,Filler
eskav,NA,eskav.mp3,G,Filler
ebzer,NA,ebzer.mp3,G,Filler
idkān,NA,idkān.mp3,G,Filler
āmšel,NA,āmšel.mp3,G,Filler
unzem,NA,unzem.mp3,G,Filler
ušvab,NA,ušvab.mp3,G,Filler
ipbex,NA,ipbex.mp3,G,Filler
optāx,NA,optāx.mp3,G,Filler
ānket,NA,ānket.mp3,G,Filler
efbuz,NA,efbuz.mp3,G,Filler
iktil,NA,iktil.mp3,G,Filler
ensit,NA,ensit.mp3,G,Filler
erhap,NA,erhap.mp3,G,Filler
andep,NA,andep.mp3,G,Filler
exrum,NA,exrum.mp3,G,Filler
utpān,NA,utpān.mp3,G,Filler
okyum,NA,okyum.mp3,G,Filler
otpaf,NA,otpaf.mp3,G,Filler
ivdeb,NA,ivdeb.mp3,G,Filler
ilsuv,NA,ilsuv.mp3,G,Filler
āptev,NA,āptev.mp3,G,Filler
ābsel,NA,ābsel.mp3,G,Filler
erpav,NA,erpav.mp3,G,Filler
āvnor,NA,āvnor.mp3,G,Filler
evreb,NA,evreb.mp3,G,Filler
ukmor,NA,ukmor.mp3,G,Filler
ezrul,NA,ezrul.mp3,G,Filler
apāyp,-3,apāyp.mp3,H,Stimuli
apāls,L-2,apāls.mp3,H,Stimuli
apāmf,-1,apāmf.mp3,H,Stimuli
apāfš,H0,apāfš.mp3,H,Stimuli
apāmy,1,apāmy.mp3,H,Stimuli
apāfy,L+2,apāfy.mp3,H,Stimuli
apāky,3,apāky.mp3,H,Stimuli
edeyp,-3,edeyp.mp3,H,Stimuli
edels,L-2,edels.mp3,H,Stimuli
edemf,-1,edemf.mp3,H,Stimuli
edefš,H0,edefš.mp3,H,Stimuli
edemy,1,edemy.mp3,H,Stimuli
edefy,L+2,edefy.mp3,H,Stimuli
edeky,3,edeky.mp3,H,Stimuli
ovard,H-3,ovard.mp3,H,Stimuli
ovarh,-2,ovarh.mp3,H,Stimuli
ovafq,L-1,ovafq.mp3,H,Stimuli
ovadp,0,ovadp.mp3,H,Stimuli
ovasm,H+1,ovasm.mp3,H,Stimuli
ovašl,2,ovašl.mp3,H,Stimuli
ovadl,L+3,ovadl.mp3,H,Stimuli
izurd,H-3,izurd.mp3,H,Stimuli
izurh,-2,izurh.mp3,H,Stimuli
izufq,L-1,izufq.mp3,H,Stimuli
izudp,0,izudp.mp3,H,Stimuli
izusm,H+1,izusm.mp3,H,Stimuli
izušl,2,izušl.mp3,H,Stimuli
izudl,L+3,izudl.mp3,H,Stimuli
esālg,-3,esālg.mp3,H,Stimuli
esānd,H-2,esānd.mp3,H,Stimuli
esāčb,-1,esāčb.mp3,H,Stimuli
esāyr,L0,esāyr.mp3,H,Stimuli
esājn,1,esājn.mp3,H,Stimuli
esāhr,H+2,esāhr.mp3,H,Stimuli
esāpl,3,esāpl.mp3,H,Stimuli
atelg,-3,atelg.mp3,H,Stimuli
atend,H-2,atend.mp3,H,Stimuli
atečb,-1,atečb.mp3,H,Stimuli
ateyr,L0,ateyr.mp3,H,Stimuli
atejn,1,atejn.mp3,H,Stimuli
atehr,H+2,atehr.mp3,H,Stimuli
atepl,3,atepl.mp3,H,Stimuli
āvel?,L-3,āvel-.mp3,H,Stimuli
āvelz,-2,āvelz.mp3,H,Stimuli
āvest,H-1,āvest.mp3,H,Stimuli
āvenm,0,āvenm.mp3,H,Stimuli
āveds,L+1,āveds.mp3,H,Stimuli
āvedm,2,āvedm.mp3,H,Stimuli
āvetr,H+3,āvetr.mp3,H,Stimuli
ojul?,L-3,ojul-.mp3,H,Stimuli
ojulz,-2,ojulz.mp3,H,Stimuli
ojust,H-1,ojust.mp3,H,Stimuli
ojunm,0,ojunm.mp3,H,Stimuli
ojuds,L+1,ojuds.mp3,H,Stimuli
ojudm,2,ojudm.mp3,H,Stimuli
ojutr,H+3,ojutr.mp3,H,Stimuli
eqāyq,-3,eqāyq.mp3,H,Stimuli
eqāmd,L-2,eqāmd.mp3,H,Stimuli
eqāmč,-1,eqāmč.mp3,H,Stimuli
erāqt,H0,erāqt.mp3,H,Stimuli
eqākž,1,eqākž.mp3,H,Stimuli
eqāxl,L+2,eqāxl.mp3,H,Stimuli
eqāby,3,eqāby.mp3,H,Stimuli
ileyq,-3,ileyq.mp3,H,Stimuli
ilemd,L-2,ilemd.mp3,H,Stimuli
ilemč,-1,ilemč.mp3,H,Stimuli
ileqt,H0,ileqt.mp3,H,Stimuli
ilekž,1,ilekž.mp3,H,Stimuli
ilexl,L+2,ilexl.mp3,H,Stimuli
ileby,3,ileby.mp3,H,Stimuli
očāyd,H-3,očāyd.mp3,H,Stimuli
očārž,-2,očārž.mp3,H,Stimuli
očāym,L-1,očāym.mp3,H,Stimuli
orāčj,0,orāčj.mp3,H,Stimuli
očāks,H+1,očāks.mp3,H,Stimuli
očāpn,2,očāpn.mp3,H,Stimuli
očā?y,L+3,očā-y.mp3,H,Stimuli
āguyd,H-3,āguyd.mp3,H,Stimuli
āgurž,-2,āgurž.mp3,H,Stimuli
āguym,L-1,āguym.mp3,H,Stimuli
āgučj,0,āgučj.mp3,H,Stimuli
āguks,H+1,āguks.mp3,H,Stimuli
āgupn,2,āgupn.mp3,H,Stimuli
āgu?y,L+3,āgu-y.mp3,H,Stimuli
efurp,-3,efurp.mp3,H,Stimuli
efurz,H-2,efurz.mp3,H,Stimuli
ezufp,-1,ezufp.mp3,H,Stimuli
efumn,L0,efumn.mp3,H,Stimuli
efubf,1,efubf.mp3,H,Stimuli
efukm,H+2,efukm.mp3,H,Stimuli
efupr,3,efupr.mp3,H,Stimuli
ivarp,-3,ivarp.mp3,H,Stimuli
ivarz,H-2,ivarz.mp3,H,Stimuli
ivafp,-1,ivafp.mp3,H,Stimuli
ivamn,L0,ivamn.mp3,H,Stimuli
ivabf,1,ivabf.mp3,H,Stimuli
ivakm,H+2,ivakm.mp3,H,Stimuli
ivapr,3,ivapr.mp3,H,Stimuli
oxey?,L-3,oxey-.mp3,H,Stimuli
oxemk,-2,oxemk.mp3,H,Stimuli
oxenj,H-1,oxenj.mp3,H,Stimuli
oxešz,0,oxešz.mp3,H,Stimuli
oxefn,L+1,oxefn.mp3,H,Stimuli
oxečr,2,oxečr.mp3,H,Stimuli
oxeql,H+3,oxeql.mp3,H,Stimuli
ibuy?,L-3,ibuy-.mp3,H,Stimuli
ibumk,-2,ibumk.mp3,H,Stimuli
ibunj,H-1,ibunj.mp3,H,Stimuli
ibušz,0,ibušz.mp3,H,Stimuli
ibufn,L+1,ibufn.mp3,H,Stimuli
ibučr,2,ibučr.mp3,H,Stimuli
ibuql,H+3,ibuql.mp3,H,Stimuli
šebal,NA,šebal.mp3,H,Filler
fedār,NA,fedār.mp3,H,Filler
vorād,NA,vorād.mp3,H,Filler
dakin,NA,dakin.mp3,H,Filler
rifam,NA,rifam.mp3,H,Filler
dāzoh,NA,dāzoh.mp3,H,Filler
besap,NA,besap.mp3,H,Filler
xeqad,NA,xeqad.mp3,H,Filler
zišax,NA,zišax.mp3,H,Filler
lārad,NA,lārad.mp3,H,Filler
soxāv,NA,soxāv.mp3,H,Filler
raqoj,NA,raqoj.mp3,H,Filler
sabay,NA,sabay.mp3,H,Filler
sidoq,NA,sidoq.mp3,H,Filler
yaboq,NA,yaboq.mp3,H,Filler
čepom,NA,čepom.mp3,H,Filler
rekem,NA,rekem.mp3,H,Filler
votik,NA,votik.mp3,H,Filler
šemag,NA,šemag.mp3,H,Filler
xasāp,NA,xasāp.mp3,H,Filler
rekup,NA,rekup.mp3,H,Filler
rulez,NA,rulez.mp3,H,Filler
selāb,NA,selāb.mp3,H,Filler
larib,NA,larib.mp3,H,Filler
kaves,NA,kaves.mp3,H,Filler
xerum,NA,xerum.mp3,H,Filler
debiv,NA,debiv.mp3,H,Filler
suvil,NA,suvil.mp3,H,Filler
lesfep,NA,lesfep.mp3,H,Filler
da?bal,NA,da-bal.mp3,H,Filler
kānbur,NA,kānbur.mp3,H,Filler
pavker,NA,pavker.mp3,H,Filler
jexpim,NA,jexpim.mp3,H,Filler
karyap,NA,karyap.mp3,H,Filler
nākzer,NA,nākzer.mp3,H,Filler
lagnay,NA,lagnay.mp3,H,Filler
surpāf,NA,surpāf.mp3,H,Filler
dekvan,NA,dekvan.mp3,H,Filler
čeqvum,NA,čeqvum.mp3,H,Filler
tuhnip,NA,tuhnip.mp3,H,Filler
yinrāk,NA,yinrāk.mp3,H,Filler
zelteb,NA,zelteb.mp3,H,Filler
pagnuy,NA,pagnuy.mp3,H,Filler
sebyon,NA,sebyon.mp3,H,Filler
fadrun,NA,fadrun.mp3,H,Filler
tekmaš,NA,tekmaš.mp3,H,Filler
fa?yin,NA,fa-yin.mp3,H,Filler
mābfav,NA,mābfav.mp3,H,Filler
dāpxas,NA,dāpxas.mp3,H,Filler
māvkep,NA,māvkep.mp3,H,Filler
kumfad,NA,kumfad.mp3,H,Filler
emrek,NA,emrek.mp3,H,Filler
šāpzef,NA,šāpzef.mp3,H,Filler
guprek,NA,guprek.mp3,H,Filler
zibdef,NA,zibdef.mp3,H,Filler
napsih,NA,napsih.mp3,H,Filler
tokša,NA,tokša.mp3,H,Filler
defbi,NA,defbi.mp3,H,Filler
kānze,NA,kānze.mp3,H,Filler
rābqe,NA,rābqe.mp3,H,Filler
givše,NA,givše.mp3,H,Filler
rivre,NA,rivre.mp3,H,Filler
pible,NA,pible.mp3,H,Filler
tāpfo,NA,tāpfo.mp3,H,Filler
teqnā,NA,teqnā.mp3,H,Filler
febdu,NA,febdu.mp3,H,Filler
lidnā,NA,lidnā.mp3,H,Filler
dāzke,NA,dāzke.mp3,H,Filler
xezbā,NA,xezbā.mp3,H,Filler
yarši,NA,yarši.mp3,H,Filler
tigre,NA,tigre.mp3,H,Filler
tevpā,NA,tevpā.mp3,H,Filler
vetre,NA,vetre.mp3,H,Filler
rāvlā,NA,rāvlā.mp3,H,Filler
bāxze,NA,bāxze.mp3,H,Filler
nāšvi,NA,nāšvi.mp3,H,Filler
lāmše,NA,lāmše.mp3,H,Filler
vapšu,NA,vapšu.mp3,H,Filler
gepsā,NA,gepsā.mp3,H,Filler
morku,NA,morku.mp3,H,Filler
norvā,NA,norvā.mp3,H,Filler
fijpe,NA,fijpe.mp3,H,Filler
yarget,NA,yarget.mp3,H,Filler
nutpā,NA,nutpā.mp3,H,Filler
ernāk,NA,ernāk.mp3,H,Filler
eskav,NA,eskav.mp3,H,Filler
ebzer,NA,ebzer.mp3,H,Filler
idkān,NA,idkān.mp3,H,Filler
āmšel,NA,āmšel.mp3,H,Filler
unzem,NA,unzem.mp3,H,Filler
ušvab,NA,ušvab.mp3,H,Filler
ipbex,NA,ipbex.mp3,H,Filler
optāx,NA,optāx.mp3,H,Filler
ānket,NA,ānket.mp3,H,Filler
efbuz,NA,efbuz.mp3,H,Filler
iktil,NA,iktil.mp3,H,Filler
ensit,NA,ensit.mp3,H,Filler
erhap,NA,erhap.mp3,H,Filler
andep,NA,andep.mp3,H,Filler
exrum,NA,exrum.mp3,H,Filler
utpān,NA,utpān.mp3,H,Filler
okyum,NA,okyum.mp3,H,Filler
otpaf,NA,otpaf.mp3,H,Filler
ivdeb,NA,ivdeb.mp3,H,Filler
ilsuv,NA,ilsuv.mp3,H,Filler
āptev,NA,āptev.mp3,H,Filler
ābsel,NA,ābsel.mp3,H,Filler
erpav,NA,erpav.mp3,H,Filler
āvnor,NA,āvnor.mp3,H,Filler
evreb,NA,evreb.mp3,H,Filler
ukmor,NA,ukmor.mp3,H,Filler
ezrul,NA,ezrul.mp3,H,Filler
